sentiment,review
1,"Mario's is by far my favorite happy hour spot in South Side. You can't beat half price drinks and $3.95 appetizers, which is their happy hour special. I have never left there with a bill higher than $20 for 2 people... which for my boyfriend and I can include but not limited to miller lite ($1.75 each), hoegaarden ($2.50 each), double captain and coke ($5.00), large chicken nachos ($4.95), spinach dip with pita bread ($3.95... this by far is the best spinach dip I've ever had), as well as wings, mini hot dogs, pierogies, etc.... Such a great deal. \n\nNow I will admit that I rarely go to Mario's UNLESS it's happy hour, so my opinion I suppose is fairly biased considering happy hour crowds are generally more laid back and reserved and it's not as packed as I've seen it late night on weekends. But I must say, I love this place. I love the atmosphere, the staff, the food, the drinks... and as long as I work one block up, this is where you'll find me at least once a week from 5-7."
0,"stopped here for some studying, so i was looking for a solid cup of coffee that would keep me going. what i got: watery \""coffee\"" that didn't taste good or give me that buzz i was looking for. meh at best for the product, but the atmosphere was nice."
0,"I placed an order two months ago.  They took my money and I never heard from them.  Have tried e-mailing - no response,  Tried calling - phone disconnected.  They must have gone out of business right around the time they took my order,  Website still up and running but I advise not placing any orders with them. Gave them one star because I had to put something\n\nOk a few hours after posting the above review, I received two emails that the canvas was unavailable and they were refunding my money. Does not explain not responding to my follow up emails or disconnected telephone #.   That's all I know about this store. They said they called me several times but calls do not show on my phone ."
1,"Loved this club! If you're a hottie and walk by during the day, perhaps you'll be lucky enough to make Ben's acquaintance. After a quick exchange of phone numbers and the promise to be back by 10:30, we were all set for our Saturday night plans. Hyde did not disappoint! The interior is gorgeous. The club has a wall of windows that overlook the Bellagio water show, and they had beautiful girls dressed up in classy bondage-y type outfits entertaining the crowd. Ben hooked our group of 5 ladies up! They let ladies hang out in booths with as much as you can drink (vodka w/ oj, soda, or cranberry) until the booth gets sold. Our booth got sold maybe an hour into us hanging around dancing, but then they moved us to another unsold booth where we spent another hour or so. After that, they finally kicked us out. We were walking off about to join the throngs of people on the dance floor when we got directed to hang out in a booth someone else paid for. We got so lucky, and happened upon the coolest guys who were content to just let us do our thing. We just had a blast! Free drinks all night, awesome music that was at a level where you could have a conversation with someone, good looking, creep-free fellow partygoers, and so much more. This place is the business!"
0,"If I could save just 1person money by posting this then I'm happy! I own a 07 Mini Cooper which in my mind was having either fuel pump or injection issues....had it towed to Stamps and waited for a call....when they hadn't called in hours I called them only to be told that their \""mini mechanic\"" was off today(BTW I had called prior to this and they never told me he wasn't in) or else I'd have gone elsewhere.... anyway I spoke to a gentleman and told him what I thought was wrong and if he could look at it to give me any kind of idea what was going on ....he agreed and after another few hours I called back again only to have this guy tell me there was NO OIL IN MY ENGINE! I'm sorry I may be a female but I have worked on many engine's in my life both auto and airplane and one thing I do know is an engine with no oil doesn't keep running for over a month in this heat and me driving it like a race car.... so after I expressed the fact that I couldn't believe that I still left it with them until his Mini guy took a look at it. The next day I finally get a call and they say they\""added oil\"" and checked it and found metal shavings in it which I knew meant I would be needing a new engine!! FML I thought ....he proceeded to yell me he found a replacement engine in Tucson for only $5500 and to have it installed would wind up costing me $7900! My gut was telling me this wasn't right so I called around and found an engine for only $3000 but stamps said they wouldn't do that or warranty their work if they did do it.... and if they did install the engine they would charge me $3100 in labor! I said no way and took my Mini to Eurotech in Tempe and thank God I did.... because after all that Stamps had said and put me thru it turned out all my Mini needed was a new timing chain tensioner and a oil change! They looked at the oil stamps had said they put in and said no, it was too old and dirty to have been changed and they saw no metal shavings in the oil at all!! So a day and only $190 later at Eurotech my Mini is back to herself and running beautifully!! Either Stamps Auto needs a new Mini mechanic or they are just cheats! I was thinking about telling 3 on your side aboutyhis scam....I may still.... I wouldn't recommend Stamps Auto to ANYONE!! Unless you like being taken for everything your worth! If I could give them no star I would.... I just feel like they saw a female and said Hey we can get a lot out of her! Beware ..... that's all I can say."
1,"I have to say...there are not many times that food is good enough to surpass not so good service. This is one of those times. \n\nI went here on a Friday night for a drink and a light dinner with my husband and daughter. When the server came over I asked if they have Margaritas...and she said yeah...what kind I asked?? UUUhhhh the red and the green one was the response...I was so shocked by this I could not even get angry...I laughed very hard on the inside. Anyway..I ordered the \""green\"" margarita on the rocks ($4.50) and it was not too bad. The husband had the happy hour beer special for $2 and got 2 coronas.\n\nTo eat the husband and I shared the 3 taco plate and added an extra taco. We got 2 carne asada and 2 barbacoa with rice and beans ($8.95). The tacos were soooo yummy...lots and lots of meat with a sprinkling of cilantro and onion ...and thats it...the way tacos should be. They were served on a homemade corn tortilla that was thick and delicious. The barbacoa was our favorite and I found myself taking very small bites to make it last as long as possible. The rice and beans were perfect also.\n\nMy daughter had already eaten dinner so she ordered the sopapillas. They were totally like grandma makes...and were served in a brown paper bag piled high and accompanied by the little bear honey to drizzle on their already sweet goodness.\n\nWhen we were done the husband decided he wanted to take home a taco with each of the different meats they offer ( I think are like 6 or more types of meat ) Which by the way when I asked what a certain kind of meat was that I had never heard of before to our server she told me to read the menu...thanks!! Anyway...sadly the were out of every meat except the two we already had...so we just got the 2 tacos 2 go. When the server brought them to us she was like...so are you done NOW? LOL...wow.\n\nI do not think she meant to rude....I just think she was not experienced. But hey...I will definetly go back and am looking forward to trying their other menu items.\n\nGo check this place out...and they serve Menudo all day Saturday and Sunday."
0,"I was disappointed.  I had been meaning to go for ages, and was actually embarrassed that I hadn't gone, as I'm a big \""buy local\"" advocate, and it's only a block from my house.  However, the establishment wasn't really that well kept up, I wasn't greeted warmly, I felt as if I were intruding on something more important (someone had to come out front from the back.)  \nThe most important part- the cupcakes.  I went on a Friday, which was buy one, get one free.  I have to say, they all looked delicious, albeit small, and it was tough to choose.  I went with my standard red velvet (sort of the cupcake by which I judge all cupcake establishments by) and the coconut).  They were both ok.  The cake was not dry, but it wasn't really that moist, either, on either of them.  I went at about 3:00 p.m., so maybe they had been sitting out all day?  The frosting on both was good enough, but truthfully, there wasn't nearly enough of it.\nAnd did I mention that the cupcakes are small?  Good if you're on a diet, I guess, which maybe I should be, but I was in the mood to indulge.  Cupcakes are small enough as they are!\nIn the future, I'd rather go to TopIt in Gilbert or Mind Over Batter in Tempe.  I found both places to be cleaner, the staff to be far friendlier, and the cupcakes to be bigger, moister, and with more frosting.  \nWith that said, though, I will give them another chance.  They ARE local, and maybe it was just an off day.  I'm guessing the size of the cupcakes are pretty standard there, but the other items might be improved upon.  I like to see local businesses make it."
0,I think this place has closed. Couldn't find it and ended up at Cheeba Hut. I think it was in the same strip mall?? Cheeba Hut was great though!
1,"This is cool little two floor bar. The first floor is a fully stocked bar, but it feels a bit more boring. It's more for lounging. The second floor is usually a venue for shows or special parties, and that bar is not fully stocked. Go downstairs if you want a special drink.\n\nThe brillobox is a pretty cool place for a party. I have only been to one by VIVA radio but it was a lot of fun. If I was in the area I wouldn't hesitate to come to this dive bar."
1,"I mostly judge an airport by its amenities, and in this regard McCarran scores high. \n\nPros:\n\nGood wifi!\nLots of food options\nUpscale and lowbrow options!\nEasy to get around\n\nAlso, when you land at McCarran, if you are sitting on the right side of the plane, you are afforded a SPECTACULAR view of the Las Vegas Strip, from the Stratosphere all the way out to Mandalay Bay.  It's a nice added plus.\n\nCon:\n\nGetting a cab, and the subsequent cab ride, out of McCarran can be a NIGHTMARE."
0,"I'm not a big bowler, but when friends want to bowl, I'm down. I've been to this location a few times and I'm not impressed. Where do I start?\n\nHOURS: You'll see hours listed here on Yelp, and some different ones on their website, and some on the door to the business, but when you actually go in and try to bowl the employees tell you earlier times. They informed us that management is trying to save money so they have the employees close early. It was disappointing to think we had 2 hours to bowl according to the website, then actually have less than an hour. \n\nPRICES: We bowled on a Saturday night for $15/person which included 2 hours of bowling and shoe rental. It went slightly into the fun ultimate bowling or whatever they call it here. The kind w music, fun lights, etc... We had some beer at almost $20 a pitcher, which is kind of expensive. On Tuesday, we weren't really sure what the price was. It kind of seemed like the employees weren't sure how much to charge us for only being able to bowl for 45 minutes because they were closing early. They decided between each other to charge us a total of $10.66 for everything (2 people & shoes). They didn't know how to ring it up though, which led us even further to suspect that this was just a price they made up on the spot.\n\nLOCATION: Unfortunately this alley is located in a questionable part of town. On Sat night there were some creepy looking people loitering in the parking lot. I imagine that if the INSIDE attracted better people, then the outside wouldn't be as creepy.\n\nSo...I'll probably try to find a nicer bowling alley nearby if possible and will encourage friends to go elsewhere too.\n\nIf your'e the owner or manager, please read on:\n\nI saw several ways that an employer could cut costs to save money without having inconsistent hours. \n-Turn some lights off: if people are only using 4 or 5 lanes, and you're not allowing them to be spread out even if requested (we requested a lane away from other rowdy bowlers but were given a lane RIGHT between them) then turn lights off on the other 90% of the lanes not in use. Or turn off every other one for 1/2 the building. I don't know how the electric is set up, but it might be worth getting it set up to be able to do this.\n- Cut staffing down: There were more employees working than lanes being used. That's ridiculous. 4 people working to run credit cards, hand out shoes, and spray them down after they're turned in? That's a 1 person job IF that person knows what to do. Maybe 2 are needed for safety and for the instances where one has to walk down a lane to fetch a ball or something. If the concession guy is closing early, that's a whole additional person who is being paid to stand around, but isn't available to make you money.\n-Turn off the video games early: that sucks tons of electricity and if nobody is even remotely interested in using them why have them on? You could leave a sign saying to ask an employee if you want to use the games and they'll turn them on. \n-Turn down the AC: it was freeeeezing in there. I think the temp could be turned up at least 4or 5 degrees which doesn't seem like much, but in a place that size might be a huge monetary savings.\n-Prevent theft: I think in order to prevent people suspecting they might be getting ripped off, and to prevent employee theft, you should just have listed prices and signage that gives that info in black and white. It made us uncomfortable to just have the employees throw out a price that seems random like $10.66 for 2 people for 45 minutes.\n-Offset the cost of operation by selling drinks and food! When we were there, the concession stand lights were off and they stopped serving everything at least 1/2 hour before the closing time which was an hour and a half before the posted closing time. Nobody had the opportunity to buy overpriced bowling alley food or beer. Big mistake management. Big.\n\nI never think that closing early is good for a business. You're the boss though and I guess you can do what you want, but at least have some respect for customers by listing times as \""may vary by night and number of customers at employee discretion\"" so that we have fair warning that we might not get to stay until the advertised times. It sucks to arrive somewhere to find that out."
0,"The only reason my friends and I came here is because contrary to popular belief, everything in Vegas is NOT open 24 hours. Actually, most places close at 4:00am, if not before.\n\nThis is the only bar we could find that was open 24 hours... inside of Treasure Island. \n\nOkay, I can tell the bartender dude hates his job... or he LOVES it and he does a damn good job hiding his enthusiasm. My cousin and I ordered Pi\u00f1a coladas... and they really sucked. She said she couldn't taste ANY alcohol in hers, and I could taste some in mine but it just wasn't a tasty drink... it wasn't made right. It looked WAY better than it tasted.\n\nWe each had one drink and left. It was really disappointing."
1,"My birthday was this past Saturday. I wanted a place that's low key and has a good mellow vibe. \n\nI've been to the Lost Leaf a few times, and I love the homey feel it has. \n\nWe scored the front room that had a table and a tiny bar pushed against the wall, it was cozy for the 10 or so of us that were there. \n\nThey have a great beer and wine selection. They had a live band playing but not sure who it was, all I know is they murdered one of my favorite cure songs. Also there was no cover to get in even though they had live music, so that's cool. \n\nThe place was hopping but never felt like it was to busy, we got our drinks nice and quick and never had to wait. The Lost Leaf is one of those nice hidden gems in the valley."
1,"First let me say, I cannot attest to the prices because I went here for a pre screening of Ted. (Hilarious by the way...) But, looks are deceiving that's for sure. I had never been to the Concord Mall and when you go over by the movie theater there is a mall entrance and a door that says separate entrance to the movie theater, or something along those lines. It's kind of a weird walk way into a tan door that leads into the mall by Forever 21 and the theater is to the right. \n\nIt was a nice looking place and we got right in with our tickets. We decided to get popcorn, and that right there is a major reason for the 5 stars... not the popcorn itself, but the butter. OMG. I told the kid behind the counter that I wanted popcorn with alot of butter, and he pointed me towards the end of the counter...\""The butter is at the end of the counter.\"" WHATTTTTTT???? I get to pump my own butter? Do you realize I may die from clogged arteries right here in the walkway?? And that's exactly what it was like, they took the responsibility out of their own hands and said, \""here ya go movie patron, make yourself as fat as you'd like!\"" UM OK!!!! \n\nI of course drowned my small bag of popcorn with that delicious stream of warm butter and happily strolled into the theater to find my seat. The actual theater is your typical place, nicely done and decorated. I felt like the theater we were in was a bit small, but that could have been because of all the people. There wasn't an empty seat in the place. It's a bit of a drive from my house, so I'd probably not venture out there too often, but if it's by you, I'd give it a thumbs up."
1,"My roommate and I had some serious trouble getting any tree service to come out for our small job (a few palm trees and an olive tree)  before the monsoon season began. Call after call we were turned down and in a pickle. \n\nOne morning, I noticed our neighbor had a tree service over to work on their mesquite. Up in the tree was Jesse, deftly and expertly navigating the branches of this tree, thinning it as he went along. All of this without gaffs/spikes, so as to protect the tree. I asked the ground crew if it would be possible to have a look at our situation if they had time after their current job and they said they'd ask their boss (Jesse, up in the tree) as soon as he came down. \nNot more than 10 minutes went by and Jesse was knocking on my door and agreed to do a bid on the spot. His prices were very reasonable and he even saved us some money by reassuring us that our olive tree didn't even need any trimming. In fact, he gave me some pointers on how to make it healthier (which I appreciated very much).\n\nIt didn't take them more than 40 min to complete the job and clean up. Jesse and his ground crew were very professional and attentive. Arborvision raises the bar on service!"
1,"My favorite spot for lunch in downtown Pittsburgh. The food is delicious and inspired - not the generic sandwiches and sodas you get at a corner deli. I've had their soups, sandwiches, sides, desserts, and coffee. The breakfast menu looks amazing as well but I'm never downtown for breakfast so I can't say much about that.\n\nThe prices are a bit higher for a meal than, say, nearby Chipotle or Subway, but the quality of the food you get more than makes up for the difference in my opinion. I usually get a small soup and small side and that's enough for a satisfying lunch for me and comes out to be about $7-8. They have a core menu of items and also daily and monthly specials so there's always something new to try. One thing to keep in mind is that the sandwiches are made to order while the salads are pre-made that morning and in to-go boxes. \n\nSeating is limited to bar-style seating along the wall and windows, which works fine for me since I'm usually just looking to grab a quick lunch during the workday and not to have a long sit-down meal.\n\nI hope Bluebird Kitchen never leaves downtown because there's really no other similar spot downtown like it."
1,"Within seconds of finally getting my brother moved into his new house.\nMy first question is \""where's the nearest  casino\""? \n\nMy brother said \""Red Rock, five minutes east\"".\n\nMe: WTF??? Lets get going dude. LIKE NOW!!\n\nHim: Don't you want to take a shower first?\n\nMe: Do I stink?\n\nHim: No but you're kinda dusty and haggard looking.\n\nMe: Fuck you, this is my look.... I call it the \""too old to give a rat's ass look\"", you don't approve?\n\nHim: Do I have a choice?\n\nMe: No now lets FUCKING GO. I have exactly 6 hours before I have to head to the airport.\n\nAnd that is how I got to check out the Red Rock. Nice fuckin place. I was kinda dirty yes but I fit in pretty well. Seems like a locals place. Maybe because it's so far off the strip. Maybe it's the time we went (early Monday).\nLot's of  clueless Texas hold em players. Cocktail waitresses are quick as bunnies... which got me to thinkin \""I wonder if they fuck like bunnies to\"" yet I digress. Thanks for you're hard earned money bitches.This place would rate 4 stars whether I won or lost. Others won't be so lucky in future reviews."
0,"I am giving this store two stars because I HAD to be there on a bad day when the newest, untrained, young AT&T employees in the United states were running the store. ( Don't take offense when I use the word, young, all these guys just happened to be.) I am giving them a second star because it CAN\""T be that bad all the time.  I will explain.\n\nFirst of all, I have a cell phone strictly so that a friend can get hold of me in an emergency.  The only other time I use it is to let people know when I am going to be late.  Otherwise, I wouldn't have one.  The idea of someone driving a telephone booth next to me is not appealing, nor does shopping next to someone who is a walking telephone booth.  I don't want to know that much about someones personal life when I am shopping for banana's, or a newspaper, thank you. I am waiting for the day when they make a switch and all cell phones turn off around me unless a call is really important=dead battery, sick kids, the cat is throwing up.  Call me antisocial.  I like my peace and quiet.  The job of deciding whether to buy drain cleaner in a liquid or a gel is enough of a job for me without any interruptions about the mysterious Aunt Martha and her bunions, I guess. \n\nI got my first AT&T phone, free, in a raffle at a community event.  It was the most basic and that is fine with me.  I can't complain.  It did what I want and I have gotten good service from AT&T, nor like the nightmare my friend has had with Verizon.  After three years, the phone still works but decided to upgrade.  I went into this store prepared to buy a phone.  It wouldn't take much more than to put in my hands something basically what I wanted and out comes the Visa.\n\nThese people did everything they could to not sell me a phone.  They pointed where the phones were.  I found what I wanted and their weren't any hanging there.  I asked a sales person to go check.  He went in the back and a few minutes later I saw him leaning on the counter chatting with the other employees.  I went over and asked him if they'd had any in the back.  He said no.  He had misunderstood me and thought I'd just was telling him the slot was empty? I then asked if they were getting any in?  He said, \""You, mean, you want one?\"" He asked another employee who said you never know what's coming in.  The silence then was poignant. At that point, I left when they didn't offer to call another store.\n\nSeriously. the service at this store has to be better than what I received.  It can't be that bad.  They are still open.  Me?  I went down the street and found what I wanted.  I won't go back, but honestly, it can't be that bad all that time.  As I said, they are still open.."
1,"Great portions, yummy burritos. Try the super fries, better yet ask for a super fries burrito! Friendly service, prices about what you'd expect. Daily specials. I usually have a breakfast burrito add green chile."
0,"I agree with jj b.... These guys are like hawks just waiting to come up and swoop up their prey. \nI made the mistake of going here without my dad it at least a male figure to help me out and whatdya know? The pretty much screwed me. I have had nothing but problems with these guys    and I can't even begin to tell you the crap we are going through right now as our transmission has gone kaput. The service techs try as they can to be nice and friendly, which they are, but still money hungry!\nI really wish I could say I was happy with this place cuz I doo love mazda vehicles...but honestly I would get out as fast as I could!"
0,"This place is so awful that I don't even want to spend too much time writing this review.\n\nFood is mediocre, service was extremely rude, my catering order was never filled and when I called to confirm the order one hour prior to pickup they just simply told me they didn't make it and wasn't planning on doing it...huh?  I once found a cooked cockroach in my dim sum dish...that was it...would never ever go back."
1,"This mall reminds me of Northpark mall in Dallas- and anyone who has been here- i think would agree... they have a La Madeleine- a fave cafe of mine...the only NM store in the area, and most of the high end shopping boutiques...So if its hot outside- don your sunglasses and head on over to cool down in this sprawling mall..."
1,"Definitely an awesome spot to pop into and just get some quick food, everything seemed very fresh and the employes were head on with what I thought was a confusing order,   7-8 sandwiches and not even one screwup"
0,Love this place and now combined with great ramen.   So why so low.... 1pm Monday post Xmas week and 35 min wait. BUT. 10 tables of 2+ free and was told they were seating slow to deal with demand.  WTF. If I owned the place I would die.....only 12 people waiting and a wait with open tables????? \n\nThought them to be foodie restaurant .. Leading edge....they gave us a coupon to go to their other restaurant 10 miles away.....Really?\n\nWent to Zenshin close by.... Vote with your feet!
1,"I am totally guilty of a closet full of clothes that I often consider wearing but just don't fit quite right. Seriously, stop pretending you don't too. I decided to do something about it. \n\nI chose The Fit because they are in the 'hood and of course, because of previous reviews here. I cannot say enough good things about Dennis and Randall. The (literally) arm full of clothes I brought in turned out amazing. From keeping the original hem and taking in the waist (thank you Body Lab - see previous reviews) on my Seven and Joe's jeans, almost remaking an entire dress from Banana Republic, to hemming my Trina Turk linen pants and adding a little \""oomph\"" to my newest maxi dress and another dozen pieces with some form of nip or tuck here and there... I was very impressed with the work that was done. \n\nGranted, it took a few trips and various fittings...the guys were willing to stay late to let me stop by after work. And of course, have me back so the girls who do the detail work could fit me properly before they made any changes. \n\nWorth every penny. I feel like I went on a shopping binge...in my own closet!"
0,"Be careful & beware!\n\nI am disgusted with the lies and deception I received from the male employee who 'helped' me at the McCarren Car Rental Center.  This is the second time I had been 'helped' by this employee and the second time he attempted to charge me for services I did not request.\n\nAs with the other Yelpers, the line at this Dollar Rent a Car location was long and moved slow.  However, I had received a Hotwire.com e-mail advertising mid-sized cars for a little over $6 a day, so I wasn't surprised by the line.  Once it was my turn, I was called over by the counter person.  He looked familiar to me, however I had wrongly assumed it was, perhaps, he had provided a positive experience the last time I was 'helped' by him.\n\nHe seem relatively pleasant and made some friendly small talk.  He retrieved my reservation information and stated I had reserved a mid-size car at $7.05 per day.  Wrong, it was $6.63 per day, but since the price was still relatively low, I opted not to mention anything.\n\nHe then asked if I would be interested in upgrading to a full-sized car like a Hyundai Sonata or a Nissan Altima for a little more than $10 per day.  I asked what kind of car I would be getting with my mid-size reservations.  I was told it would be a Hyundai Elantra or something like a PT Cruiser, but they don't have PT Cruisers any more.  I thanked him for offering and told him I will stay with my mid-size reservation.\n\nThis is where the 'fun' begins...  He initiates the transaction.  Information is given, then he asks about insurance.  Would I like full coverage or the insurance waiver.  I replied I want to waive any insurance.  He tells me to press accept on the little charge card signature screen.  Foolishly [on my part] I quickly glanced at the screen and pressed Accept.  \""Whoa\"" I tell the guy.  I just saw $22.99 per day.  What was that?  He tells me it was just the charge.  What charge I asked.  For the insurance waiver he says.  So I asked, since when does a waiver cost money?  He points at some kind of article he has displayed on the counter.  He adds, it's the law.  The State of Nevada.  Wait, I tell him.  And I repeat, when does an insurance waiver cost money.  Then he says, it is recommended you take insurance.  So I clarify?  The State of Nevada \""recommends or requires\"" I take insurance.  Yes, he says.  Again I clarify.  Am I required by the State of Nevada to take and pay for insurance when I rent a car?  He then tells me, I don't know what your State requires, but things are different in Nevada.  At this point his \""attitude and tone\"" are upsetting me, so I start to give him some attitude back.  So if you don't know what \""my\"" State requires, how do you know it is different?  Just press accept he responds.  NO, I say.  Let's start this insurance thing all over again.  Go back to the previous screen and tell me again that I am required to take insurance.  Okay he says, but it is recommended you take insurance.  Again I clarify.  Required or recommended?  Again he says Yes, but adds recommended.  Okay, so now you're telling me it's recommended NOT required by the State?  Since it's not required, I want to waive any insurance and I don't want to pay for any kind of waiver.\n\nAt point he must be upset he couldn't con me out of my money and give me a very condescending attitude how I don't know what I'm getting myself into by not paying for their insurance.  After a minute or so of his ranting and belittling me, he finishes my transaction and sends me on my way.\n\nWait, it's not over yet.  I go down the escalator and out the door to the parking area to get my car.  The attendant tells me they are out of mid-sized cars, so I can either pick a convertible Ford Mustang or a Ford Crown Victoria.\n\nThis totally disgusts me.  The con artist at the counter actually wanted to charge me more to upgrade to a full-sized car when I would have gotten a Mustang or a Crown Victoria anyway.\n\nSo, with all that said - if you get a good deal on a car rental through Dollar at the McCarren Car Rental Center be prepared for some misleading tactics to make you pay more.  \n\nHopefully, not all of the counter staff at this location are encouraged to rip you off.  Thankfully, the attendant who walked me to my car selection AND the attendant who I returned the car to both were cheerful and friendly.\n\nBuyer Beware!!!"
1,Amazing pizza with a lot of toppings to choose from. Their buffalo chicken wings are big and crispy. Chicken fingers are saucy and so good (especially chicken finger sub!) white pizza is the BEST in town and beef on weck is very tasty and juicy on traditional Kennewick bun. You have to check this place out- I'm telling you the best food in town!
0,I needed to get my wisdom teeth extracted after reading the good reviews I decided to make an appointment here. The extraction went ok no complications until a week and a half after when I was rinsing my mouth I felt a piece of metal coming out of the extraction site and it was a piece of a drill bit they have left behind during the extraction this place seemed to be very profesional Im just not sure how they could leave a piece of metal inside my mouth and not say or do anything about it
0,"This place is definitely overrated. Booked a table during restaurant week. It is very crowded, but service is still great. However, the meat were way below my expectation. They were so salty. I think that night, my diet consisted 50% meat and 50% salt. Won't be going back anytime soon."
1,Best buffet in Vegas in my opinion ... The steak station is untouchable ... Try the sliders too and all the crazy desserts they offer ...
1,"Great Place to catch a show. One of the best music venues in Charlotte for bigger acts. Its just like any other fillmore ie- Denver, Silver Spring."
0,"I used to frequent Mix Lounge semi-frequently and always had a nice time. This review is for the restaurant, however...\n\nAfter hearing many great things, my casino host booked my friend and I reservations a few weeks back. \n\nUpon arriving, we had to wait a few minutes for a booth by the window, which I specifically requested. Alas, this accommodation was made, except we were seated at one of the booths without a view. Annoying.\n\nAfter perusing the menu, we decided on the tasting menu, which sounded absolutely lovely. Our harried waiter was too busy to take our order, so another waiter said that we \""looked like we'd been waiting a while\"" (we had) and asked if he could take our order. \n\nThe first few courses went by at a leisurely pace. Our waiter was basically absent for the meal. Just about every staff other member in the restaurant accommodated our requests. Have you ever had a pastry chef get you a soda refill? I hadn't either. \n\nJust before the dessert course, we asked to add an additional dessert and would gladly pay for it, since neither of us were sure we'd like the tasting menu option. A full 35 minutes later, we'd still seen no dessert. Finally our waiter showed up with the additional one we ordered (after asking about it twice) but the one from the tasting menu was still a no show.\n\nGetting the check took another bit of time and when it arrived, we were given no apologies for the lack of the dessert. Even after mentioning it, he didn't offer to get us a new one or remove the one that we did receive from the bill, since the tasting menu course didn't arrive.\n\nHere's a couple of other flaws:\n- My friend didn't get his coffee refill (which he asked for multiple times)\n- My Diet Pepsi Refill\n- Diet Pepsi. Ew.\n- The bread basket arrived at our third tasting meal course.\n- Our waiter had a rat tail\n\nOn a positive note, the food itself was pretty good."
0,"I went to this store 4/10/2014 and was Daniel took very good care of me upgrading my phone.\nI went back 4/12/2014 with my wife to return a item that was defective and upgrade my wife's phone. My wife is handicapped and had to go to the bathroom, they told her to walk over to the McDonalds which is about 100 yards away.\nMy wife got pissed and so did I, after my wife left the store I approached  a female displeased with their flip additude. When I mentioned my wife having to walk that far several of the young wise mouths said so what. \nOne female and one guy felt the need to mouth off over the bathroom issue, even with a handicapped person.\nOf course I got pissed with their additudes and expressed my displeasure with Verizon and their wise mouths.\nI told them now my wife refuses to buy from that store and they said they don't really care. They then told me to leave, that they would not do the refund.\nI've been a customer since 1995 when it was Alltel, and then when Verison took over I stayed with Verison. When I mention this they said they really could care less.\nOf course being 62 and handicapped myself, I then told the female and one guy for both of them to F-OFF.\nThe customer service has really gone down since they are the most popular wireless company in Arizona.\nIf I can do anything to assist in taking them down a few levels I will.\nIf Verizon continues to hire and employee people like this with absolutely no customer service professionalism, Verizon will fall like a rock.\nIf I had not gotten my new phone 4/10/14 and now being stuck with a 2 year contract I would have jumped ship and gone with Sprint.\nVerizon is going to have to do a lot of butt kissing to keep me with them when the 2 years is up."
1,"The bagels are fresh and tasty. \n\nThe sandwiches are well made but seemed a little shy on the meat and cheese. \n\nThis place is great and I'd suggest it to anyone. \n\nSide note, the 12 year old girl that took my order over charged me by $3.00. When I told her she looked at me curiously as if she didn't understand what I said and then moved on to the next customer. The meal and dozen bagels I ordered were worth it and the $3.00 let's just say ended up being part of her tip."
1,Excellent food I was not disappointed at all.
1,"Great AYCE. Always a great experience. Super friendly service, sushi made super fast and beautiful, and the food is always so delicious. The entire staff always greets us when we come in, and the sushi chefs thank us every time we leave. We've tried many other sushi places in town and this one is by far the best. When we want to start thinking about trying something different, we can never think of anything better."
0,"Believe all the negative reviews. Worst hotel in Las Vegas or anywhere for that matter.  Cramped elevator area with slow elevators and no AC. By the time you get to your room, you are already sweaty.  Bathroom is dirty, moldy and has no vent. Small black bugs fly around. Tub does not drain. Room is dark. The dark colored carpet  is so dirty it will turn the bottom of your feet black. The mattress is so uncomfortable you can feel the spring. The AC is loud and difficult to adjust. The internet simply does not work. There is no pool in this hotel. Basically there are no amenities what so ever. Yet they have the nerve to charge a resort fee.  This place is so gross it should be torn down. Come to this hotel if you want to torture yourself."
1,"This place is a local gem.  They do such a great job and pay amazing attention to detail.  My car looked better than new after spending a few hours getting detailed at Lindstrom's.  If you need your car detailed, this is the place to go.  Good prices and high quality work. \n\nThe employees are friendly.  As this is a hand car wash, you will need to be prepared to spend a little time here - but it's totally worth the wait!"
1,My husband and I spent three nights in Vegas as part of our honeymoon. We stayed at NYNY and we had a great time here. When we first arrived we were greeted by a bellhop and they took our bags off our hands right away. They gave us a claim ticket and told us to call when we got to our room and they would deliver our bags to us. Check-in was quick and easy. We made it clear we did not a room too close to the roller coaster and they accommodated that. We barely heard it at all. We decided to upgrade to the Players Suite for an additional $90 a night and I am glad we did. It was a great room. When it said there was a spa in it I assumed it would be a spa bathtub but to my amazement it was an actual spa!!!! It was so relaxing and we enjoyed it. It had two TV's and a sitting area. Now I am spoiled and addicted to suites. LOL. They have a very extensive room service menu and the prices are not too bad. They are also very prompt and polite when you order room service. The only real issue we had here is when we first checked in our phone in our room was not working. That is why I am deducting a star because that should not be an issue at all.  I used my cell phone to call downstairs to have someone to fix it and the lady who answered seemed to not believe us. I also requested our bags at this time and they sent someone really quick for that. Then she had us push all these buttons and then she said she was going to try to call the room and of course it did not work so she finally sent someone up. It kind of took a while and we called back and said we want to go out so how much longer and they said we did not have to stay. As we were getting ready the guy arrived to fix it. Turns out the phone needed a new cable. Kind of annoying but it got fixed and that's all that matters. The casino was great and I love how they had it set up like NY. I thought it was cute. the outside of it looks really cool too. There is no shortage of games to play and we had a blast. We have a list of hotels we would like to stay at so we will change it up next time but I do recommend this hotel. I will stay here again one day.
